# Simulation Log
# Model: Delay Equation Model
# Timestamp: 2025-10-23 20:12:06
# Parameters: 
#   {
#       "catchStockingRate": 0.5,
#       "catchability": 2.0,
#       "fishPrice": 7.0,
#       "fishingCost": 1.0,
#       "initialFishMarketStock": 0.1,
#       "initialFishStock": 0.4,
#       "initialHarvestingEffort": 0.4,
#       "reproductionRate": 1.0,
#       "simulationYears": 20,
#       "stepsPerYear": 100,
#       "stockReturnRate": 2.0
#   }
# 
Time_Year,Population_n,Effort_E,MarketStock_S
5.28000000,0.00277943,0.06398516,0.00012675
5.29000000,0.00280359,0.06337550,0.00012599
5.30000000,0.00282800,0.06277183,0.00012525
5.31000000,0.00285265,0.06217407,0.00012452
5.32000000,0.00287754,0.06158217,0.00012380
5.33000000,0.00290269,0.06099609,0.00012310
5.34000000,0.00292809,0.06041576,0.00012240
5.35000000,0.00295375,0.05984112,0.00012173
5.36000000,0.00297967,0.05927212,0.00012106
5.37000000,0.00300584,0.05870871,0.00012040
5.38000000,0.00303228,0.05815083,0.00011976
5.39000000,0.00305899,0.05759843,0.00011913
5.40000000,0.00308596,0.05705146,0.00011851
5.41000000,0.00311320,0.05650986,0.00011790
5.42000000,0.00314072,0.05597358,0.00011730
5.43000000,0.00316851,0.05544258,0.00011671
5.44000000,0.00319658,0.05491679,0.00011613
5.45000000,0.00322493,0.05439616,0.00011557
5.46000000,0.00325357,0.05388066,0.00011501
5.47000000,0.00328249,0.05337023,0.00011446
5.48000000,0.00331171,0.05286481,0.00011392
5.49000000,0.00334121,0.05236437,0.00011340
5.50000000,0.00337102,0.05186885,0.00011288
5.51000000,0.00340112,0.05137820,0.00011237
5.52000000,0.00343152,0.05089238,0.00011187
5.53000000,0.00346222,0.05041135,0.00011138
5.54000000,0.00349323,0.04993504,0.00011090
5.55000000,0.00352455,0.04946343,0.00011042
5.56000000,0.00355619,0.04899646,0.00010996
5.57000000,0.00358814,0.04853408,0.00010950
5.58000000,0.00362041,0.04807626,0.00010905
5.59000000,0.00365300,0.04762295,0.00010861
5.60000000,0.00368592,0.04717411,0.00010818
5.61000000,0.00371916,0.04672968,0.00010775
5.62000000,0.00375274,0.04628964,0.00010734
5.63000000,0.00378665,0.04585393,0.00010693
5.64000000,0.00382090,0.04542251,0.00010653
5.65000000,0.00385550,0.04499535,0.00010613
5.66000000,0.00389043,0.04457240,0.00010574
5.67000000,0.00392572,0.04415362,0.00010536
5.68000000,0.00396135,0.04373896,0.00010499
5.69000000,0.00399734,0.04332840,0.00010462
5.70000000,0.00403369,0.04292189,0.00010426
5.71000000,0.00407041,0.04251939,0.00010391
5.72000000,0.00410748,0.04212085,0.00010356
5.73000000,0.00414493,0.04172625,0.00010322
5.74000000,0.00418275,0.04133555,0.00010288
5.75000000,0.00422094,0.04094870,0.00010255
5.76000000,0.00425952,0.04056567,0.00010223
5.77000000,0.00429847,0.04018642,0.00010192
5.78000000,0.00433782,0.03981092,0.00010160
5.79000000,0.00437756,0.03943912,0.00010130
5.80000000,0.00441769,0.03907100,0.00010100
5.81000000,0.00445822,0.03870651,0.00010071
5.82000000,0.00449915,0.03834562,0.00010042
5.83000000,0.00454049,0.03798830,0.00010013
5.84000000,0.00458224,0.03763451,0.00009986
5.85000000,0.00462440,0.03728422,0.00009958
5.86000000,0.00466698,0.03693738,0.00009932
5.87000000,0.00470999,0.03659398,0.00009905
5.88000000,0.00475342,0.03625397,0.00009880
5.89000000,0.00479728,0.03591733,0.00009854
5.90000000,0.00484157,0.03558401,0.00009830
5.91000000,0.00488631,0.03525399,0.00009805
5.92000000,0.00493149,0.03492724,0.00009781
5.93000000,0.00497712,0.03460372,0.00009758
5.94000000,0.00502319,0.03428340,0.00009735
5.95000000,0.00506973,0.03396625,0.00009713
5.96000000,0.00511673,0.03365224,0.00009691
5.97000000,0.00516419,0.03334134,0.00009669
5.98000000,0.00521212,0.03303351,0.00009648
5.99000000,0.00526053,0.03272874,0.00009627
6.00000000,0.00530941,0.03242698,0.00009607
6.01000000,0.00535878,0.03212821,0.00009587
6.02000000,0.00540864,0.03183240,0.00009567
6.03000000,0.00545899,0.03153952,0.00009548
6.04000000,0.00550984,0.03124955,0.00009529
6.05000000,0.00556119,0.03096244,0.00009511
6.06000000,0.00561305,0.03067819,0.00009493
6.07000000,0.00566542,0.03039675,0.00009475
6.08000000,0.00571831,0.03011810,0.00009458
6.09000000,0.00577172,0.02984222,0.00009441
6.10000000,0.00582566,0.02956907,0.00009424
6.11000000,0.00588013,0.02929863,0.00009408
6.12000000,0.00593514,0.02903087,0.00009392
6.13000000,0.00599069,0.02876578,0.00009377
6.14000000,0.00604679,0.02850331,0.00009361
6.15000000,0.00610345,0.02824345,0.00009346
6.16000000,0.00616066,0.02798616,0.00009332
6.17000000,0.00621844,0.02773144,0.00009318
6.18000000,0.00627679,0.02747924,0.00009304
6.19000000,0.00633572,0.02722954,0.00009290
6.20000000,0.00639522,0.02698233,0.00009277
6.21000000,0.00645531,0.02673757,0.00009264
6.22000000,0.00651600,0.02649525,0.00009251
6.23000000,0.00657728,0.02625533,0.00009239
6.24000000,0.00663917,0.02601780,0.00009227
6.25000000,0.00670166,0.02578263,0.00009215
6.26000000,0.00676477,0.02554980,0.00009203
6.27000000,0.00682851,0.02531929,0.00009192
6.28000000,0.00689287,0.02509107,0.00009181
6.29000000,0.00695786,0.02486512,0.00009171
6.30000000,0.00702350,0.02464142,0.00009160
6.31000000,0.00708978,0.02441994,0.00009150
6.32000000,0.00715671,0.02420067,0.00009140
6.33000000,0.00722430,0.02398358,0.00009131
6.34000000,0.00729256,0.02376866,0.00009121
6.35000000,0.00736148,0.02355588,0.00009112
6.36000000,0.00743109,0.02334521,0.00009103
6.37000000,0.00750138,0.02313665,0.00009095
6.38000000,0.00757236,0.02293017,0.00009086
6.39000000,0.00764404,0.02272574,0.00009078
6.40000000,0.00771642,0.02252335,0.00009070
6.41000000,0.00778951,0.02232298,0.00009063
6.42000000,0.00786332,0.02212461,0.00009055
6.43000000,0.00793786,0.02192822,0.00009048
6.44000000,0.00801312,0.02173379,0.00009041
6.45000000,0.00808913,0.02154130,0.00009035
6.46000000,0.00816588,0.02135074,0.00009028
6.47000000,0.00824339,0.02116207,0.00009022
6.48000000,0.00832165,0.02097529,0.00009016
6.49000000,0.00840068,0.02079038,0.00009010
6.50000000,0.00848049,0.02060732,0.00009005
6.51000000,0.00856108,0.02042609,0.00008999
6.52000000,0.00864246,0.02024666,0.00008994
6.53000000,0.00872464,0.02006904,0.00008989
6.54000000,0.00880762,0.01989319,0.00008985
6.55000000,0.00889142,0.01971910,0.00008980
6.56000000,0.00897604,0.01954676,0.00008976
6.57000000,0.00906148,0.01937614,0.00008972
6.58000000,0.00914777,0.01920723,0.00008968
6.59000000,0.00923489,0.01904001,0.00008964
6.60000000,0.00932287,0.01887447,0.00008961
6.61000000,0.00941171,0.01871059,0.00008958
6.62000000,0.00950142,0.01854835,0.00008955
6.63000000,0.00959201,0.01838774,0.00008952
6.64000000,0.00968348,0.01822874,0.00008949
6.65000000,0.00977585,0.01807134,0.00008947
6.66000000,0.00986912,0.01791551,0.00008944
6.67000000,0.00996330,0.01776126,0.00008942
6.68000000,0.01005840,0.01760855,0.00008940
6.69000000,0.01015443,0.01745738,0.00008939
6.70000000,0.01025140,0.01730773,0.00008937
6.71000000,0.01034931,0.01715958,0.00008936
6.72000000,0.01044818,0.01701293,0.00008935
6.73000000,0.01054802,0.01686775,0.00008934
6.74000000,0.01064883,0.01672404,0.00008933
6.75000000,0.01075062,0.01658177,0.00008933
6.76000000,0.01085340,0.01644094,0.00008932
6.77000000,0.01095719,0.01630152,0.00008932
6.78000000,0.01106199,0.01616351,0.00008932
6.79000000,0.01116781,0.01602690,0.00008932
6.80000000,0.01127466,0.01589167,0.00008932
6.81000000,0.01138255,0.01575780,0.00008933
6.82000000,0.01149150,0.01562528,0.00008934
6.83000000,0.01160150,0.01549410,0.00008935
6.84000000,0.01171257,0.01536425,0.00008936
6.85000000,0.01182473,0.01523572,0.00008937
6.86000000,0.01193797,0.01510848,0.00008938
6.87000000,0.01205232,0.01498254,0.00008940
6.88000000,0.01216778,0.01485787,0.00008942
6.89000000,0.01228436,0.01473446,0.00008944
6.90000000,0.01240208,0.01461231,0.00008946
6.91000000,0.01252093,0.01449140,0.00008948
6.92000000,0.01264095,0.01437171,0.00008951
6.93000000,0.01276212,0.01425324,0.00008953
6.94000000,0.01288448,0.01413598,0.00008956
6.95000000,0.01300802,0.01401990,0.00008959
6.96000000,0.01313276,0.01390501,0.00008962
6.97000000,0.01325871,0.01379129,0.00008966
6.98000000,0.01338588,0.01367873,0.00008969
6.99000000,0.01351429,0.01356732,0.00008973
7.00000000,0.01364394,0.01345704,0.00008977
7.01000000,0.01377485,0.01334789,0.00008981
7.02000000,0.01390702,0.01323986,0.00008985
7.03000000,0.01404047,0.01313293,0.00008989
7.04000000,0.01417522,0.01302709,0.00008994
7.05000000,0.01431127,0.01292234,0.00008999
7.06000000,0.01444863,0.01281866,0.00009004
7.07000000,0.01458733,0.01271604,0.00009009
7.08000000,0.01472736,0.01261448,0.00009014
7.09000000,0.01486875,0.01251396,0.00009020
7.10000000,0.01501151,0.01241447,0.00009025
7.11000000,0.01515564,0.01231601,0.00009031
7.12000000,0.01530117,0.01221856,0.00009037
7.13000000,0.01544810,0.01212211,0.00009044
7.14000000,0.01559645,0.01202666,0.00009050
7.15000000,0.01574623,0.01193219,0.00009056
7.16000000,0.01589745,0.01183870,0.00009063
7.17000000,0.01605014,0.01174618,0.00009070
7.18000000,0.01620429,0.01165461,0.00009077
7.19000000,0.01635993,0.01156399,0.00009085
7.20000000,0.01651707,0.01147431,0.00009092
7.21000000,0.01667572,0.01138557,0.00009100
7.22000000,0.01683590,0.01129774,0.00009108
7.23000000,0.01699762,0.01121083,0.00009116
7.24000000,0.01716090,0.01112482,0.00009124
7.25000000,0.01732575,0.01103971,0.00009132
7.26000000,0.01749218,0.01095549,0.00009141
7.27000000,0.01766020,0.01087214,0.00009150
7.28000000,0.01782985,0.01078967,0.00009159
7.29000000,0.01800112,0.01070806,0.00009168
7.30000000,0.01817404,0.01062731,0.00009177
7.31000000,0.01834861,0.01054741,0.00009187
7.32000000,0.01852486,0.01046834,0.00009197
7.33000000,0.01870280,0.01039011,0.00009207
7.34000000,0.01888244,0.01031270,0.00009217
7.35000000,0.01906381,0.01023611,0.00009227
7.36000000,0.01924691,0.01016033,0.00009238
7.37000000,0.01943176,0.01008534,0.00009249
7.38000000,0.01961838,0.01001116,0.00009260
7.39000000,0.01980679,0.00993776,0.00009271
7.40000000,0.01999700,0.00986514,0.00009282
7.41000000,0.02018902,0.00979329,0.00009294
7.42000000,0.02038288,0.00972221,0.00009306
7.43000000,0.02057859,0.00965189,0.00009318
7.44000000,0.02077617,0.00958232,0.00009330
7.45000000,0.02097564,0.00951349,0.00009343
7.46000000,0.02117700,0.00944541,0.00009355
7.47000000,0.02138029,0.00937805,0.00009368
7.48000000,0.02158551,0.00931142,0.00009381
7.49000000,0.02179268,0.00924551,0.00009395
7.50000000,0.02200183,0.00918031,0.00009408
7.51000000,0.02221297,0.00911582,0.00009422
7.52000000,0.02242612,0.00905203,0.00009436
7.53000000,0.02264129,0.00898893,0.00009451
7.54000000,0.02285850,0.00892651,0.00009465
7.55000000,0.02307778,0.00886478,0.00009480
7.56000000,0.02329914,0.00880373,0.00009495
7.57000000,0.02352260,0.00874334,0.00009510
7.58000000,0.02374818,0.00868362,0.00009525
7.59000000,0.02397590,0.00862455,0.00009541
7.60000000,0.02420578,0.00856614,0.00009557
7.61000000,0.02443783,0.00850837,0.00009573
7.62000000,0.02467207,0.00845125,0.00009590
7.63000000,0.02490854,0.00839476,0.00009606
7.64000000,0.02514724,0.00833890,0.00009623
7.65000000,0.02538819,0.00828366,0.00009641
7.66000000,0.02563142,0.00822904,0.00009658
7.67000000,0.02587695,0.00817504,0.00009676
7.68000000,0.02612479,0.00812164,0.00009694
7.69000000,0.02637497,0.00806885,0.00009712
7.70000000,0.02662751,0.00801665,0.00009731
7.71000000,0.02688242,0.00796505,0.00009750
7.72000000,0.02713974,0.00791404,0.00009769
7.73000000,0.02739947,0.00786361,0.00009788
7.74000000,0.02766165,0.00781376,0.00009808
7.75000000,0.02792629,0.00776448,0.00009828
7.76000000,0.02819342,0.00771578,0.00009848
7.77000000,0.02846306,0.00766763,0.00009869
7.78000000,0.02873522,0.00762005,0.00009890
7.79000000,0.02900994,0.00757302,0.00009911
7.80000000,0.02928723,0.00752655,0.00009932
7.81000000,0.02956711,0.00748062,0.00009954
7.82000000,0.02984962,0.00743523,0.00009976
7.83000000,0.03013476,0.00739038,0.00009999
7.84000000,0.03042258,0.00734606,0.00010021
7.85000000,0.03071308,0.00730227,0.00010044
7.86000000,0.03100629,0.00725901,0.00010068
7.87000000,0.03130224,0.00721627,0.00010091
7.88000000,0.03160094,0.00717405,0.00010116
7.89000000,0.03190243,0.00713234,0.00010140
7.90000000,0.03220673,0.00709114,0.00010165
7.91000000,0.03251386,0.00705045,0.00010190
7.92000000,0.03282384,0.00701026,0.00010215
7.93000000,0.03313670,0.00697056,0.00010241
7.94000000,0.03345247,0.00693136,0.00010267
7.95000000,0.03377116,0.00689265,0.00010294
7.96000000,0.03409282,0.00685443,0.00010321
7.97000000,0.03441745,0.00681669,0.00010348
7.98000000,0.03474508,0.00677944,0.00010376
7.99000000,0.03507575,0.00674266,0.00010404
8.00000000,0.03540947,0.00670635,0.00010432
8.01000000,0.03574628,0.00667051,0.00010461
8.02000000,0.03608620,0.00663515,0.00010490
8.03000000,0.03642925,0.00660024,0.00010520
8.04000000,0.03677546,0.00656580,0.00010550
8.05000000,0.03712486,0.00653181,0.00010580
8.06000000,0.03747748,0.00649828,0.00010611
8.07000000,0.03783334,0.00646520,0.00010642
8.08000000,0.03819247,0.00643257,0.00010674
8.09000000,0.03855489,0.00640039,0.00010706
8.10000000,0.03892064,0.00636864,0.00010739
8.11000000,0.03928974,0.00633734,0.00010772
8.12000000,0.03966222,0.00630648,0.00010806
8.13000000,0.04003811,0.00627605,0.00010840
8.14000000,0.04041743,0.00624606,0.00010874
8.15000000,0.04080022,0.00621649,0.00010909
8.16000000,0.04118651,0.00618735,0.00010945
8.17000000,0.04157631,0.00615864,0.00010980
8.18000000,0.04196967,0.00613035,0.00011017
8.19000000,0.04236660,0.00610248,0.00011054
8.20000000,0.04276715,0.00607503,0.00011091
8.21000000,0.04317133,0.00604799,0.00011129
8.22000000,0.04357919,0.00602137,0.00011168
8.23000000,0.04399074,0.00599516,0.00011207
8.24000000,0.04440602,0.00596936,0.00011246
8.25000000,0.04482506,0.00594397,0.00011287
8.26000000,0.04524789,0.00591898,0.00011327
8.27000000,0.04567454,0.00589440,0.00011369
8.28000000,0.04610504,0.00587021,0.00011410
8.29000000,0.04653942,0.00584643,0.00011453
8.30000000,0.04697771,0.00582305,0.00011496
8.31000000,0.04741995,0.00580006,0.00011540
8.32000000,0.04786616,0.00577747,0.00011584
8.33000000,0.04831638,0.00575527,0.00011629
8.34000000,0.04877064,0.00573346,0.00011674
8.35000000,0.04922897,0.00571204,0.00011720
8.36000000,0.04969140,0.00569102,0.00011767
8.37000000,0.05015796,0.00567038,0.00011815
8.38000000,0.05062870,0.00565012,0.00011863
8.39000000,0.05110363,0.00563025,0.00011912
8.40000000,0.05158279,0.00561077,0.00011961
8.41000000,0.05206623,0.00559166,0.00012011
8.42000000,0.05255396,0.00557294,0.00012062
8.43000000,0.05304602,0.00555460,0.00012114
8.44000000,0.05354245,0.00553664,0.00012166
8.45000000,0.05404328,0.00551906,0.00012219
8.46000000,0.05454854,0.00550185,0.00012273
8.47000000,0.05505826,0.00548502,0.00012328
8.48000000,0.05557249,0.00546857,0.00012383
8.49000000,0.05609126,0.00545250,0.00012439
8.50000000,0.05661459,0.00543680,0.00012497
8.51000000,0.05714253,0.00542147,0.00012554
8.52000000,0.05767510,0.00540652,0.00012613
8.53000000,0.05821236,0.00539194,0.00012673
8.54000000,0.05875431,0.00537773,0.00012733
8.55000000,0.05930102,0.00536390,0.00012794
8.56000000,0.05985250,0.00535044,0.00012857
8.57000000,0.06040880,0.00533735,0.00012920
8.58000000,0.06096994,0.00532463,0.00012984
8.59000000,0.06153598,0.00531229,0.00013049
8.60000000,0.06210693,0.00530032,0.00013115
8.61000000,0.06268285,0.00528872,0.00013181
8.62000000,0.06326375,0.00527749,0.00013249
8.63000000,0.06384969,0.00526663,0.00013318
8.64000000,0.06444069,0.00525615,0.00013388
8.65000000,0.06503680,0.00524604,0.00013459
8.66000000,0.06563805,0.00523631,0.00013531
8.67000000,0.06624447,0.00522695,0.00013604
8.68000000,0.06685611,0.00521796,0.00013678
8.69000000,0.06747299,0.00520935,0.00013754
8.70000000,0.06809517,0.00520112,0.00013830
8.71000000,0.06872266,0.00519326,0.00013908
8.72000000,0.06935553,0.00518578,0.00013986
8.73000000,0.06999379,0.00517868,0.00014066
8.74000000,0.07063748,0.00517196,0.00014147
8.75000000,0.07128665,0.00516562,0.00014230
8.76000000,0.07194134,0.00515966,0.00014313
8.77000000,0.07260157,0.00515409,0.00014398
8.78000000,0.07326739,0.00514890,0.00014485
8.79000000,0.07393884,0.00514410,0.00014572
8.80000000,0.07461595,0.00513968,0.00014661
8.81000000,0.07529877,0.00513566,0.00014751
8.82000000,0.07598732,0.00513202,0.00014843
8.83000000,0.07668166,0.00512878,0.00014936
8.84000000,0.07738181,0.00512593,0.00015031
8.85000000,0.07808781,0.00512348,0.00015127
8.86000000,0.07879971,0.00512143,0.00015224
8.87000000,0.07951754,0.00511978,0.00015323
8.88000000,0.08024134,0.00511853,0.00015424
8.89000000,0.08097116,0.00511769,0.00015526
8.90000000,0.08170702,0.00511726,0.00015630
8.91000000,0.08244897,0.00511723,0.00015736
8.92000000,0.08319704,0.00511763,0.00015843
8.93000000,0.08395128,0.00511843,0.00015952
8.94000000,0.08471172,0.00511966,0.00016062
8.95000000,0.08547840,0.00512131,0.00016175
8.96000000,0.08625136,0.00512338,0.00016289
8.97000000,0.08703064,0.00512589,0.00016405
8.98000000,0.08781629,0.00512882,0.00016523
8.99000000,0.08860832,0.00513220,0.00016643
9.00000000,0.08940680,0.00513601,0.00016765
9.01000000,0.09021175,0.00514026,0.00016889
9.02000000,0.09102321,0.00514496,0.00017015
9.03000000,0.09184122,0.00515012,0.00017143
9.04000000,0.09266583,0.00515573,0.00017273
9.05000000,0.09349706,0.00516179,0.00017405
9.06000000,0.09433496,0.00516833,0.00017540
9.07000000,0.09517957,0.00517533,0.00017677
9.08000000,0.09603092,0.00518280,0.00017816
9.09000000,0.09688906,0.00519076,0.00017957
9.10000000,0.09775401,0.00519919,0.00018101
9.11000000,0.09862583,0.00520812,0.00018247
9.12000000,0.09950454,0.00521754,0.00018396
9.13000000,0.10039020,0.00522746,0.00018547
9.14000000,0.10128282,0.00523789,0.00018701
9.15000000,0.10218246,0.00524883,0.00018857
9.16000000,0.10308914,0.00526028,0.00019017
9.17000000,0.10400291,0.00527226,0.00019179
9.18000000,0.10492381,0.00528477,0.00019343
9.19000000,0.10585187,0.00529782,0.00019511
9.20000000,0.10678712,0.00531141,0.00019681
9.21000000,0.10772962,0.00532555,0.00019855
9.22000000,0.10867938,0.00534026,0.00020032
9.23000000,0.10963646,0.00535552,0.00020211
9.24000000,0.11060088,0.00537137,0.00020394
9.25000000,0.11157268,0.00538779,0.00020581
9.26000000,0.11255190,0.00540480,0.00020770
9.27000000,0.11353857,0.00542242,0.00020963
9.28000000,0.11453273,0.00544064,0.00021159
9.29000000,0.11553442,0.00545947,0.00021359
9.30000000,0.11654367,0.00547893,0.00021563
9.31000000,0.11756051,0.00549903,0.00021770
9.32000000,0.11858498,0.00551977,0.00021981
9.33000000,0.11961711,0.00554117,0.00022196
9.34000000,0.12065695,0.00556323,0.00022415
9.35000000,0.12170451,0.00558596,0.00022638
9.36000000,0.12275984,0.00560938,0.00022865
9.37000000,0.12382297,0.00563350,0.00023096
9.38000000,0.12489392,0.00565833,0.00023332
9.39000000,0.12597274,0.00568388,0.00023572
9.40000000,0.12705946,0.00571016,0.00023817
9.41000000,0.12815410,0.00573719,0.00024066
9.42000000,0.12925670,0.00576498,0.00024320
9.43000000,0.13036729,0.00579354,0.00024579
9.44000000,0.13148590,0.00582288,0.00024842
9.45000000,0.13261257,0.00585303,0.00025111
9.46000000,0.13374731,0.00588399,0.00025385
9.47000000,0.13489016,0.00591577,0.00025664
9.48000000,0.13604115,0.00594840,0.00025949
9.49000000,0.13720030,0.00598190,0.00026239
9.50000000,0.13836765,0.00601626,0.00026535
9.51000000,0.13954322,0.00605152,0.00026837
9.52000000,0.14072704,0.00608769,0.00027145
9.53000000,0.14191914,0.00612478,0.00027458
9.54000000,0.14311953,0.00616282,0.00027778
9.55000000,0.14432826,0.00620183,0.00028105
9.56000000,0.14554533,0.00624181,0.00028438
9.57000000,0.14677078,0.00628280,0.00028778
9.58000000,0.14800463,0.00632481,0.00029124
9.59000000,0.14924690,0.00636786,0.00029478
9.60000000,0.15049761,0.00641198,0.00029839
9.61000000,0.15175680,0.00645718,0.00030207
9.62000000,0.15302446,0.00650349,0.00030583
9.63000000,0.15430064,0.00655094,0.00030966
9.64000000,0.15558534,0.00659954,0.00031358
9.65000000,0.15687859,0.00664932,0.00031757
9.66000000,0.15818041,0.00670031,0.00032165
9.67000000,0.15949080,0.00675252,0.00032582
9.68000000,0.16080980,0.00680600,0.00033007
9.69000000,0.16213741,0.00686076,0.00033442
9.70000000,0.16347365,0.00691684,0.00033885
9.71000000,0.16481854,0.00697426,0.00034338
9.72000000,0.16617208,0.00703306,0.00034801
9.73000000,0.16753430,0.00709326,0.00035273
9.74000000,0.16890519,0.00715489,0.00035756
9.75000000,0.17028479,0.00721800,0.00036250
9.76000000,0.17167308,0.00728261,0.00036754
9.77000000,0.17307009,0.00734875,0.00037269
9.78000000,0.17447582,0.00741647,0.00037795
9.79000000,0.17589028,0.00748580,0.00038334
9.80000000,0.17731348,0.00755677,0.00038884
9.81000000,0.17874541,0.00762944,0.00039446
9.82000000,0.18018610,0.00770383,0.00040021
9.83000000,0.18163552,0.00777999,0.00040608
9.84000000,0.18309370,0.00785796,0.00041209
9.85000000,0.18456063,0.00793778,0.00041824
9.86000000,0.18603631,0.00801951,0.00042452
9.87000000,0.18752074,0.00810318,0.00043095
9.88000000,0.18901392,0.00818885,0.00043753
9.89000000,0.19051584,0.00827656,0.00044426
9.90000000,0.19202650,0.00836637,0.00045114
9.91000000,0.19354589,0.00845832,0.00045818
9.92000000,0.19507401,0.00855248,0.00046539
9.93000000,0.19661084,0.00864890,0.00047277
9.94000000,0.19815638,0.00874763,0.00048031
9.95000000,0.19971062,0.00884873,0.00048804
9.96000000,0.20127354,0.00895228,0.00049595
9.97000000,0.20284512,0.00905832,0.00050405
9.98000000,0.20442537,0.00916692,0.00051235
9.99000000,0.20601424,0.00927816,0.00052084
10.00000000,0.20761174,0.00939209,0.00052954
10.01000000,0.20921783,0.00950880,0.00053844
10.02000000,0.21083250,0.00962835,0.00054757
10.03000000,0.21245572,0.00975083,0.00055692
10.04000000,0.21408747,0.00987630,0.00056650
10.05000000,0.21572772,0.01000485,0.00057631
10.06000000,0.21737645,0.01013657,0.00058637
10.07000000,0.21903362,0.01027154,0.00059667
10.08000000,0.22069920,0.01040985,0.00060724
10.09000000,0.22237317,0.01055158,0.00061807
10.10000000,0.22405547,0.01069684,0.00062917
10.11000000,0.22574608,0.01084573,0.00064055
10.12000000,0.22744496,0.01099833,0.00065223
10.13000000,0.22915207,0.01115477,0.00066420
10.14000000,0.23086736,0.01131514,0.00067648
10.15000000,0.23259079,0.01147955,0.00068907
10.16000000,0.23432232,0.01164813,0.00070199
10.17000000,0.23606188,0.01182099,0.00071524
10.18000000,0.23780944,0.01199824,0.00072884
10.19000000,0.23956493,0.01218003,0.00074280
10.20000000,0.24132831,0.01236647,0.00075712
10.21000000,0.24309951,0.01255771,0.00077182
10.22000000,0.24487848,0.01275389,0.00078691
10.23000000,0.24666515,0.01295514,0.00080241
10.24000000,0.24845945,0.01316161,0.00081831
10.25000000,0.25026132,0.01337347,0.00083465
10.26000000,0.25207069,0.01359087,0.00085143
10.27000000,0.25388748,0.01381397,0.00086866
10.28000000,0.25571162,0.01404294,0.00088635
10.29000000,0.25754304,0.01427797,0.00090454
10.30000000,0.25938164,0.01451923,0.00092322
10.31000000,0.26122735,0.01476691,0.00094241
10.32000000,0.26308007,0.01502120,0.00096214
10.33000000,0.26493973,0.01528231,0.00098242
10.34000000,0.26680622,0.01555045,0.00100326
10.35000000,0.26867944,0.01582583,0.00102468
10.36000000,0.27055931,0.01610867,0.00104671
10.37000000,0.27244571,0.01639921,0.00106936
10.38000000,0.27433854,0.01669768,0.00109265
10.39000000,0.27623770,0.01700433,0.00111660
10.40000000,0.27814306,0.01731942,0.00114124
10.41000000,0.28005451,0.01764321,0.00116659
10.42000000,0.28197192,0.01797597,0.00119267
10.43000000,0.28389519,0.01831800,0.00121950
10.44000000,0.28582417,0.01866958,0.00124712
10.45000000,0.28775873,0.01903101,0.00127554
10.46000000,0.28969874,0.01940262,0.00130479
10.47000000,0.29164406,0.01978473,0.00133490
10.48000000,0.29359453,0.02017768,0.00136591
10.49000000,0.29555002,0.02058181,0.00139783
10.50000000,0.29751036,0.02099749,0.00143070
10.51000000,0.29947540,0.02142511,0.00146456
10.52000000,0.30144497,0.02186503,0.00149943
10.53000000,0.30341891,0.02231768,0.00153535
10.54000000,0.30539704,0.02278347,0.00157236
10.55000000,0.30737917,0.02326282,0.00161049
10.56000000,0.30936514,0.02375620,0.00164979
10.57000000,0.31135473,0.02426406,0.00169029
10.58000000,0.31334777,0.02478689,0.00173203
10.59000000,0.31534404,0.02532519,0.00177506
10.60000000,0.31734334,0.02587948,0.00181942
10.61000000,0.31934545,0.02645029,0.00186516
10.62000000,0.32135015,0.02703818,0.00191232
10.63000000,0.32335722,0.02764374,0.00196096
10.64000000,0.32536642,0.02826755,0.00201113
10.65000000,0.32737750,0.02891024,0.00206288
10.66000000,0.32939023,0.02957246,0.00211627
10.67000000,0.33140433,0.03025488,0.00217135
10.68000000,0.33341956,0.03095818,0.00222819
10.69000000,0.33543562,0.03168309,0.00228685
10.70000000,0.33745226,0.03243035,0.00234739
10.71000000,0.33946917,0.03320074,0.00240988
10.72000000,0.34148605,0.03399506,0.00247439
10.73000000,0.34350261,0.03481414,0.00254099
10.74000000,0.34551852,0.03565885,0.00260975
10.75000000,0.34753346,0.03653008,0.00268077
10.76000000,0.34954709,0.03742877,0.00275411
10.77000000,0.35155906,0.03835588,0.00282985
10.78000000,0.35356903,0.03931240,0.00290810
10.79000000,0.35557662,0.04029939,0.00298894
10.80000000,0.35758145,0.04131791,0.00307245
10.81000000,0.35958313,0.04236909,0.00315875
10.82000000,0.36158125,0.04345409,0.00324793
10.83000000,0.36357541,0.04457411,0.00334009
10.84000000,0.36556517,0.04573041,0.00343535
10.85000000,0.36755010,0.04692427,0.00353381
10.86000000,0.36952973,0.04815706,0.00363561
10.87000000,0.37150359,0.04943015,0.00374085
10.88000000,0.37347121,0.05074501,0.00384967
10.89000000,0.37543208,0.05210314,0.00396219
10.90000000,0.37738568,0.05350610,0.00407856
10.91000000,0.37933149,0.05495551,0.00419891
10.92000000,0.38126896,0.05645305,0.00432340
10.93000000,0.38319751,0.05800046,0.00445217
10.94000000,0.38511657,0.05959955,0.00458538
10.95000000,0.38702553,0.06125221,0.00472320
10.96000000,0.38892377,0.06296036,0.00486580
10.97000000,0.39081066,0.06472605,0.00501335
10.98000000,0.39268552,0.06655135,0.00516604
10.99000000,0.39454769,0.06843844,0.00532406
